Batch plan id,Batch plan/Process(Parent Job),Sequence,Enabled?,Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP sequence,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,19,Generate maintenance rules on catalog vehicles - 60K,This Bulk Operation is used to generate maintenance rules 60K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 60K,501066
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,20,Generate maintenance rules on catalog vehicles - 80K,This Bulk Operation is used to generate maintenance rules 80K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 80K,501067
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,21,Generate maintenance rules on catalog vehicles - 120K,This Bulk Operation is used to generate maintenance rules 120K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 120K,501069
500004,Loading external vehicle data (DiskDrive File),5,1,Fetch service baskets,,Last day Monthly,Automated,Active,1,Fetch service baskets for catalog vehicles linked to active contracts,This Bulk processor to import the service baskets from MAPO on monthly basis only for the catalog vehicles linked to active contracts. the contract ids are fetched from the selection supplied as input.,,3058,WBSAMAPOImportVehiclePartsMaintenanceInterval,Generate service baskets for catalog vehicles linked to active contracts,500619
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,13/11/2021 20:35,On demand (deferred),Automated,Active,1,Create-Update Lookup Tables for OL Residual Values,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,16/06/2020 19:27,On demand (deferred),Automated,Active,2,Create-Update Lookup Tables for GBB Residual Values,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,13/11/2021 20:32,On demand (deferred),Automated,Active,3,Create-Update Lookup Tables for Maintenance WB,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,,On demand (deferred),Automated,Active,4,Create-Update Lookup Tables for Maintenance OEM,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,,On demand (deferred),Automated,Active,5,Create-Update Lookup Tables for Tyre Pricing,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,,On demand (deferred),Automated,Active,6,Create-Update Lookup Tables for Tyre Discounts,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,1,1,Create and Update LUT Values,22/06/2020 18:28,On demand (deferred),Automated,Active,7,Create-Update Lookup Tables for Vehicle Discounts,,,3058,ExecuteConnector,,
500006,Update RV and maintenance value lookups,2,1,Link Lookup Tables to New Catalog Vehicles,14/11/2021 00:57,On demand (deferred),Automated,Active,1,Assign OL RV Lookup Tables to Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Catalog Vehicles to Link RV Table LUT,500380
500006,Update RV and maintenance value lookups,2,1,Link Lookup Tables to New Catalog Vehicles,,On demand (deferred),Automated,Active,2,Assign GBB RV Lookup Tables to Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Catalog Vehicles to Link GBB RV Table LUT,500382
500006,Update RV and maintenance value lookups,2,1,Link Lookup Tables to New Catalog Vehicles,14/11/2021 00:58,On demand (deferred),Automated,Active,3,Assign Maintenance WB Lookup Tables to Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Catalog Vehicles to Link Maintenance WB LUT,500387
500006,Update RV and maintenance value lookups,2,1,Link Lookup Tables to New Catalog Vehicles,,On demand (deferred),Automated,Active,4,Assign Maintenance OEM Lookup Tables to Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Catalog Vehicles to Link Maintenance EOM LUT,500388
500006,Update RV and maintenance value lookups,3,1,Link Lookup Tables to Active Catalog Vehicles,14/11/2021 01:00,On demand (deferred),Automated,Active,1,Assign OL RV Lookup Tables to ACTIVE Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Active Catalog Vehicles to Link RV Table LUT,500554
500006,Update RV and maintenance value lookups,3,1,Link Lookup Tables to Active Catalog Vehicles,,On demand (deferred),Automated,Active,2,Assign GBB RV Lookup Tables to Active Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Active Catalog Vehicles to Link GBB RV Table LUT,500555
500006,Update RV and maintenance value lookups,3,1,Link Lookup Tables to Active Catalog Vehicles,14/11/2021 01:01,On demand (deferred),Automated,Active,3,Assign Maintenance WB Lookup Tables to Active Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Active Catalog Vehicles to Link Maintenance WB LUT,500556
500006,Update RV and maintenance value lookups,3,1,Link Lookup Tables to Active Catalog Vehicles,,On demand (deferred),Automated,Active,4,Assign Maintenance OEM Lookup Tables to Active Catalog Vehicles,,,3058,AssignLookupTablesToCatalogVehicles,Select Active Catalog Vehicles to Link Maintenance EOM LUT,500557
500007,Loading external vehicle data (Wesbank Data),1,1,Load External Vehicle Data,28/07/2020 16:58,Weekly,Automated,Active,1,Load External Vehicle Data via Wesbank Data,,,3058,ExecuteConnector,,
500007,Loading external vehicle data (Wesbank Data),2,1,Link StereoType Vehicles,05/08/2020 11:10,Weekly,Automated,Active,1,Assign StereoTypes To Catalog Vehicles (Wesbank Data),,,3058,AssignStereoTypesToCatalogVehicles,Select Catalog Vehicles (Wesbank Data),500566
500007,Loading external vehicle data (Wesbank Data),3,1,Update ORIGIN Attribute,05/08/2020 11:19,Weekly,Automated,Active,1,Update ORIGIN Attribute (Wesbank Data),,,3058,UpdateAttribute,Select New Catalog Vehicles (Wesbank Data),500565
500009,Ad-hoc jobs,1,1,Import Maintenance History,,On demand (deferred),Automated,Active,1,Upload Maintenance History,Will upload service history on existing vehicles automatically,,3058,ExecuteConnector,,
500009,Ad-hoc jobs,2,1,Contract Import,,On demand (deferred),Automated,Active,1,SOF_ContractWithOptions_Import,should be used for bulk contract import into Miles.,,3058,ExecuteConnector,,
500009,Ad-hoc jobs,3,1,Validate Billing Items,,On demand (deferred),Automated,Active,1,Validate profit share billing items,,,3058,ValidateBillingItems,Find profit share billing items to validate,501404
500009,Ad-hoc jobs,4,1,Maintenance,,On demand (deferred),Automated,Active,1,Execute Shawdow table Maintenace,align the shadow tables,,3058,ShadowTableMaintenance,,
500011,Bulk contract modification,1,1,Insurance,,On demand (deferred),Automated,Active,1,Bulk contract modification - update insurance pricing,Update insurance pricing,,3058,BulkContractModification,,
500011,Bulk contract modification,2,1,Roadside Assistance,,On demand (deferred),Automated,Active,1,Bulk contract modification - update roadside assistance pricing,Update roadside assistance pricing,,3058,BulkContractModification,,
500011,Bulk contract modification,3,1,Telematics,,On demand (deferred),Automated,Active,1,Bulk contract modification - update telematic subscription service pricing,Update telematics pricing,,3058,BulkContractModification,,
500011,Bulk contract modification,4,1,RMT Collect and Pay Over,,On demand (deferred),Automated,Active,1,Bulk contract modification - update RMT collect and pay over pricing,Update RMT collect and pay over pricing,,3058,BulkContractModification,,
500011,Bulk contract modification,5,1,Service change,,On demand (deferred),Automated,Active,1,Bulk contract modification - service change,Bulk contract modification to add/remove/modify service(s) for all customer's contracts,,3058,BulkContractModification,,
500011,Bulk contract modification,6,1,Change financial data,,On demand (deferred),Automated,Active,1,Bulk contract modification - change financial data,,,3058,ChangeFinancialData,Initialized and running contracts for customer,100281
500013,Asset Depreciation,1,1,Depreciate assets,30/11/2021 20:07,Last day Monthly,Automated,Active,1,SU ACC depreciate asset,Treats all assets with status active or initialized (belonging to the operating lease portfolio).,,3058,ProcessAsset,Active Operating Lease Assets,100565
500013,Asset Depreciation,1,1,Depreciate assets,30/11/2021 20:09,Last day Monthly,Automated,Active,2,SU TAX depreciate asset,Treats all assets with status active or initialized (belonging to the tax portfolio).,,3058,ProcessAsset,Active Tax Assets,501330
500014,Year End Process,1,1,Reconstruct Balance - closing year,,On demand (deferred),Automated,Active,1,Reconstruct Balance - closing year,,,3058,ReconstructBalance,,
500014,Year End Process,2,1,Year End Retained Earnings Transfer,,On demand (deferred),Automated,Active,1,ACC Year End Retained Earnings Transfer,,,3058,RetainedEarningsCompression,,
500014,Year End Process,2,1,Year End Retained Earnings Transfer,,On demand (deferred),Automated,Active,2,TAX Year End Retained Earnings Transfer,,,3058,RetainedEarningsCompression,,
500014,Year End Process,3,1,Set General Ledger Opening Balances,,On demand (deferred),Automated,Active,1,ACC Set General Ledger Opening Balances,,,3058,CarryOverBalance,,
500014,Year End Process,3,1,Set General Ledger Opening Balances,,On demand (deferred),Automated,Active,2,TAX Set General Ledger Opening Balances,,,3058,CarryOverBalance,,
500014,Year End Process,4,1,Reconstruct Balance - opening year,,On demand (deferred),Automated,Active,1,Reconstruct Balance - opening year,,,3058,ReconstructBalance,,
500015,DM - Asset depreciation and Income Recognition,0,1,Close all periods,13/11/2021 05:20,On demand (deferred),Manual,Non Active,1,DM - Close All Fiscal Periods,,,3058,OpenOrCloseJournals,,
500015,DM - Asset depreciation and Income Recognition,1,1,Open last period previous fiscal year,13/11/2021 05:20,On demand (deferred),Manual,Non Active,1,DM - Open Fiscal Periods - Last period previous fiscal year,,,3058,OpenOrCloseJournals,,
500015,DM - Asset depreciation and Income Recognition,2,1,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,1,DM - SU ACC depreciate asset - previous financial years - MOD1,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD1,501554
500015,DM - Asset depreciation and Income Recognition,2,1,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,2,DM - SU ACC depreciate asset - previous financial years - MOD2,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD2,501555
500015,DM - Asset depreciation and Income Recognition,2,1,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,3,DM - SU ACC depreciate asset - previous financial years - MOD3,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD3,501556
500015,DM - Asset depreciation and Income Recognition,2,1,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,4,DM - SU ACC depreciate asset - previous financial years - MOD4,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD4,501557
500015,DM - Asset depreciation and Income Recognition,2,1,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,5,DM - SU ACC depreciate asset - previous financial years - MOD5,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD5,501562
500015,DM - Asset depreciation and Income Recognition,2,1,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,6,DM - SU ACC depreciate asset - previous financial years - MOD6,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period",,3059,ProcessAsset,DM - Active Operating Lease Assets - MOD6,501563
